@relation train_teg

@attribute titulo string
@attribute resumen string
@attribute palabras_clave string
@attribute _mencion_ {'aplicaciones en internet','tecnologías de comunicación y redes de computadoras','base de datos','inteligencia artificial','sistemas de información'}

@data
'extensión del sistema huya xmldb para acceso distribuido a bases de datos de imágenes','en este trabajo se hizo un rediseño del sistema manejador de bases de datos huya xmldb, cuya primera versión se desarrolló en el centro de computación paralela y distribuida como sistema centralizado. las principales mejoras realizadas son: administración de imágenes de manera remota. administración de recursos del manejador de forma distribuida. implementación de políticas de replicación de datos. implementación de políticas de respaldo distribuido. implementación de atención multiusuarios. como resultado, se logró implementar algunas de las propiedades de sistemas manejadores de bases de datos distribuidas, haciéndose diversas pruebas para demostrar la validez de la solución diseñada, viéndose que satisface las siguientes características de smbdd: autonomía local independencia con respecto a localización. independencia de réplica. procesamiento distribuido de consultas. independencia con respecto a la red. independencia con respecto al equipo.','sistema manejador de bases de datos distribuido, bases de datos de imágenes, bases de datos xml.','base de datos'
'prototipo que permita analizar y garantizar la calidad de los datos manejados en una de las bases de datos corporativas de la c.a. electricidad de caracas.','en este trabajo de investigación se pretende obtener el conocimiento básico sobre los procedimientos de calidad de datos existentes, realizando un estudio/comparación de los métodos planteados por diferentes autores para determinar la factibilidad de su aplicación en el estudio de la calidad de los datos corporativos de la empresa compañía anónima la electricidad de caracas. las grandes empresas tienen la necesidad de evolucionar con el tiempo, tanto en sus ideologías como en su estructura y manejo jerárquico. la compañía anónima la electricidad de caracas se encuentra en una etapa de rediseño en base a los procesos claves del negocio. en particular, el proceso \"proveer información\", establece como uno de sus objetivos generales, \"garantizar a los actores responsables, el suministro uniforme, confiable, seguro, óptimo y eficiente de toda la información necesaria para la empresa\". en este trabajo de investigación se pretende obtener el conocimiento básico sobre los procedimientos de calidad de datos existentes, realizando un estudio/comparación de los métodos planteados por diferentes autores para determinar la factibilidad de su aplicación en el estudio de la calidad de los datos corporativos de la empresa antes mencionada. si se determina la factibilidad de aplicar alguno de los métodos, será utilizado paso a paso en el estudio. en caso contrario, se utilizarán como base para plantear un método y diseñar e implementar un prototipo que lo apoye, y así poder evaluar y garantizar la calidad de los datos manejados en las base de datos corporativas de la empresa. este trabajo de investigación además de esta introducción, las conclusiones y recomendaciones, consta de seis capítulos. en el primer capítulo, se describen los conceptos básicos asociados a la calidad de los datos, incluyendo dimensiones para el análisis y evaluación de la calidad de los mismos: un enfoque para el análisis de la calidad de los datos basado en la analogía entre los principios de calidad de un ambiente de manufactura y los de un ambiente de sistemas de información, así como herramientas y técnicas para el apoyo del enfoque; además se describen los métodos estudiados para el análisis de la calidad de los datos planteados por diferentes autores. en el capítulo dos, se realiza un análisis de la situación actual de la empresa, se describe el entorno e identificación de la misma y los antecedentes y justificaciones para este trabajo. en el capítulo tres se realiza un estudio/comparación de los métodos para el análisis de la calidad de los datos. en el capitulo cuatro se plantea el método propuesto, sus objetivos y sus etapas. en el capitulo cinco se realiza el diseño e implementación del prototipo, en el cual se describen sus objetivos. requerimientos y el diseño lógico y físico que lleva asociado. en el sexto y último capítulo, se realiza la implementación del método propuesto en una de las áreas de la empresa.','rediseño, técnicas, análisis, base de datos','base de datos'
'un sistema de base de datos distribuida para una cadena de tiendas','este trabajo tiene por objetivo el desarrollo de un sistema de base de datos distribuida para una cadena de tiendas (neutroni) que permita la integración de las áreas funcionales de la empresa, haciendo énfasis en las ventas, la producción y algunas funciones administrativas. el desarrollo de esta aplicación se encuentra soportado en el uso de una metodología descendente para el diseño de la base de datos, sql server como sistema manejador de base de datos, visual basic como lenguaje de programación de la aplicación y una red tcp/1 p para la comunicación de las distintas instancias del sistema. esta aplicación debe mantener actualizada la información de las distintas estaciones mediante mecanismos de replicación y transacciones distribuidas, además de asegurar la integridad de la data en cada nodo. se describe en este teg los fundamentos teóricos de la metodología de diseño utilizada que sirve de base para la construcción de la aplicación, así como las características de los distintos programas utilizados para la implementación. también se muestran ejemplos de los pasos seguidos para implementar la solución con el fin de ilustrar de forma gráfica todo el proceso y contribuir así a un mayor entendimiento de los distintos pasos realizados para la construcción.','red tcp/1 p, aplicación, producción, integración, replicación, base de datos','base de datos'
'verificación de restricciones de integridad globales en transacciones anidadas distribuidas sobre un cluster de oracle9i','en este trabajo especial de grado se diseñó e implemento un ambiente distribuido experimental sobre un cluster con una plataforma de base de datos basada en oracle9/ para la evaluación de la solución propuesta en [leo01] y verificar restricciones de integridad globales en sistemas que soportan transacciones anidadas distribuidas. la evaluación tuvo como objetivo medir el tiempo que consume el chequeo de una restricción global en un sistema distribuido. con el objeto de realizar esta medición se propuso una arquitectura genérica del prototipo que fue proyectada en implementaciones particulares en cada uno de los siete (7) experimentos diseñados para la evaluación. los experimentos estuvieron discriminados por la cantidad de nodos que participan (escenario) y dentro de ellos por la naturaleza de la transacción de actualización (caso). en cada experimento se hicieron pruebas con diferentes cargas de trabajo, que variaron desde la actualización de 10.000 al 1.000.000 de registros.','transacciones anidadas distribuidas, arquitectura genérica, sistema distribuido, transacción, cluster','base de datos'
'experiencia en el desarrollo de sistemas de bases de datos distribuidas homogéneas basados en la web. caso de estudio: agencias nacionales de empleo - venezuela','en este trabajo se presenta el análisis y desarrollo de un sistema de base de datos homogénea distribuida basado en la web. el objetivo es el desarrollo de una aplicación web conformada por una base de datos distribuida e interfaces de usuario en html generadas dinámicamente, para su utilización en el sistema nacional de agencias de empleo modelo ubicadas geográficamente en diversas regiones del país. el producto de esta investigación sirve como apoyo para el desarrollo de un sistemas de bases de datos distribuidas. en particular, la aplicación se utilizó para implantar una experiencia demostrativa del nuevo sistema de atención a la población desempleada del ministerio del trabajo denominado sistema de información referencial (s.i.r.), el cual permite ofrecerles información y servicios para facilitar su reinserción en el mercado de trabajo. el proceso de desarrollo utilizado se basa en el proceso de ingeniería de software orientado a objetos de jacobson (oose), apoyado en el lenguaje unificado de modelado (uml) para visualizar y especificar cada uno de los modelos que se generan en las diferentes etapas del desarrollo del sistema. en la construcción del sistema se combinan aspectos teóricos de sistemas distribuidos, bases de datos distribuidas y aplicaciones web. en su ¡mptementación se utilizó el lenguaje java (java servlets) para la generación de páginas web dinámicas desde el servidor, html y hojas de estilo en cascada (css, cascade style sheet) para las interfaces de usuario, javascript para la validación de los datos y para mejorar la interacción sistema-usuario, y el sistema manejador de bases de datos oracle8 para la creación y distribución de la base de datos.','páginas web dinámicas, modelo ubicadas geográficamente, html generadas dinámicamente, cascade style sheet, aplicación, datos oracle8, lenguaje java, java servlets','base de datos'
'automatización del proceso de inscripción y control de notas de la cátedra de fisiología de la facultad de medicina de la universidad central de venezuela.','el problema de investigación propuesto es ¿cuál es la aplicación que mejore y automatice el proceso de inscripción, control de notas y control de asistencias del grupo de estudiantes de la cátedra de fisiología de b facultad de medicina de la universidad central de venezuela?, como solución tenemos que se logra desarrollar una aplicación que automatiza el conjunto de actividades que constituyen los procesos de inscripción, control de notas y asistencias, caso especiales, control de datos personales del grupo de estudiantes de la cátedra de fisiología de la facultad de medicina de la universidad central de venezuela. se utiliza la metodología de investigación descriptiva para el desarrollo de la misma y se utilizan las técnicas idefo, reingeniería de procesos de harbour, modelado por eventos y entidad/relación. se obtiene un método de trabajo con el cual se logran elevados niveles de eficacia y eficiencia en el diserto de aplicaciones. la técnica definición de integración para modelación de funciones idefo, proporciona un medio para modelar completamente y consistentemente las funciones requeridas por una empresa y las relaciones funcionales y datos que soportan la integración de éstas funciones. con la identificación de procesos y la aplicación de la reingeniería de procesos de harbour, se permite identificar y mejorar cualquier actividad o grupo de actividades que pueden ser sometidas a técnicas de mejoramiento. con la técnica de modelaje por eventos, se permite representar en forma gráfica la dinámica del trabajo que se lleva a cabo en un proceso y con el modelo entidad/relación, se puede analizar, concebir y representar la estructura lógica de una base de datos. se logra identificar con éxito los procesos existentes en la cátedra con respecto a la manipulación de la información. se logra el mejoramiento de dichos procesos basado en un análisis de las actividades identificadas y al aplicar la técnica de reingeniería de procesos obteniendo asi el refinamiento deseado para los procesos. se logra identificar con éxito identificar las entidades de datos que se necesitan para el manejo eficaz de la información. los resultados logrados son satisfactorios, ya que pudo lograrse una mejoría total en la eficiencia de los procesos al automatizar las actividades de la cátedra, permitiendo manipular información relevante de la misma, su almacenamiento, recuperación y comunicación al usuario. la aplicación agiliza tales procesos obteniéndose un manejo racional, efectivo y eficaz de la información.','aplicación, proceso de inscripción, control de notas, control de asistencias.','base de datos'
'prototipo de sistema basado en agentes inteligentes para la identificación de especies del género panicum, familia de las gramíneas','en venezuela, existen instituciones dedicadas a la promoción, fomento y desarrollo de la investigación, educación e información botánica, entre ellas: la fundación instituto botánico de venezuela (f.i.b.v.), pilar fundamental del trabajo de investigación que realizan los docentes, investigadores y estudiantes de botánica en nuestro país. es por ello, que surge la necesidad de clasificar y categorizar la información que ofrecen a sus usuarios, almacenarla, mantenerla en el tiempo y hacerla disponible para satisfacer las necesidades de consulta que sirvan de apoyo a la investigación de quienes así lo requieran. entre la información que maneja y controla la f.i.b.v. se encuentra la relativa a una de las familias botánicas más importantes y difundidas en el globo terrestre: las gramíneas, de la cual se estima que hay 750 géneros y unas 10.000 especies en el mundo. en venezuela existen 85 especies, siendo el género botánico más numeroso en nuestro país. el proceso de identificación de estas especies, es de particular atención para la f.i.b.v. ya que carecen de la disponibilidad de expertos en el área de las gramíneas, para solventar este problema se propone llevar a cabo el desarrollo de un sistema basado en conocimiento, el cual es empleado actualmente, que realiza la búsqueda, recuperación y despliegue de la información relacionada a 62 de las 85 especies que constituyen el género panicum, familia de las gramíneas; el cual posee algunas limitaciones en relación a funcionalidad y tecnología. de allí, nace nuestra inquietud como investigadores en el área de inteligencia artificial y planteamos la siguiente pregunta de investigación: ¿cómo  realizar  de  manera  eficaz,   eficiente,  ordenada y  guiada  la  búsqueda, recuperación y despliegue de información relacionado con  conocimiento experto almacenado en un sistema basado en conocimiento con  la ayuda de agentes inteligentes? para responder esta pregunta, se abarcó las bases teóricas del estudio del conocimiento y los agentes inteligentes, y dada la importancia que reviste el trabajo de investigación que realizan los docentes, investigadores y estudiantes de botánica que requieren información acerca del género panicum familia de la gramíneas y que dependen de la fundación instituto botánico de venezuela para obtenerla, finalmente se plantea una solución basada en agentes inteligentes que apoye el sistema basado en conocimiento ya existente, para solventar la falta de disponibilidad permanente de expertos en el área de las gramíneas para realizar el proceso de identificación de especies de dicho género y mejorar las carencias funcionales y tecnológicas del sistema actual, lo cual es el fin del presente trabajo especial de grado: \"desarrollar e implantar un prototipo de sistema basado en agentes inteligentes que permita realizar la búsqueda, recuperación y despliegue de la información relacionada con especies del género panicum, familia de las gramíneas\".','fundación instituto botánico, género panicum familia, desarrollar e implantar, género panicum, botánica, inteligencia artificial, agentes inteligentes, gramíneas, globo terrestre','inteligencia artificial'
'diagnóstico automatizado de afecciones oftalmológicas a partir de imágenes digitalizadas de la retina usando redes neuronales','el problema que se resuelve en este trabajo especial de grado es la automatización de los diagnósticos médicos en el área oftalmológica, específicamente en lo concerniente a afecciones retínales. el diagnóstico puede por veces ser costoso y tardío, e inclusive en algunos casos llegar a ser incorrecto, pues está asociado a este el factor humano. la solución que se propone es un sistema que apoye al médico especialista en su diagnóstico, o sea un sistema que emita un diagnóstico que en unos casos corrobore la deducción del doctor, y ciertamente en otros casos alerte sobre la posibilidad de la existencia de otra patología. así se plantea desarrollar un sistema automatizado para reconocer y diagnosticar afecciones oftalmológicas a partir de imágenes de la retina humana, mediante el uso de técnicas de inteligencia artificial. las entradas del sistema serán imágenes digitalizadas de la retina que previamente se obtuvieron mediante un componente de hardware, las características fundamentales de la imagen se extrajeron mediante técnicas estadísticas y de procesamiento de imágenes, de esta manera una red neuronal emitirá un diagnóstico con base a la información sintetizada proveniente de la imagen. por otro lado la red neuronal será alimentada con información complementaria de relevancia como edad y lugar de nacimiento. el estudio propone un cambio en el proceso tradicional de diagnostico, incluyendo un paso mas en él: \"la consulta o verificación en el sistema automatizado\"; bien sea en busca de una corroboración del diagnóstico preliminar emitido por el médico, o de un diagnóstico alterno. el trabajo se desarrolla en dos capítulos: el primero se ocupa del marco conceptual, que abarca aspectos médicos y estadísticos necesarios, así como la especificación de un método para elaborar la aplicación, y el segundo esboza como el método se puso en práctica, para finalmente mostrar los resultados del estudio en cuestión.','procesamiento de imágenes, reconocimiento de oftalmológicas, redes neuronales, imágenes digitalizadas, patrones, afecciones.','inteligencia artificial'
'un sistema basado en agentes para la búsqueda y recomendación personalizada de recursos académicos en internet','se ha establecido como objetivo de esté trabajo especial de grado, desarrollar un sistema para la búsqueda y recomendación de recursos académicos y científicos en internet referentes al área de la computación, que se encuentre basado en tecnologías tales como: cliente/servidor, aplicaciones con tecnología internet, inteligencia artificial, agentes inteligentes y sistemas basados en agente, con el fin de proporcionar un servido personalizado a un gran número de usuarios, que sea accesible desde cualquier lugar y se encuentre disponible en todo momento. para el desarrollo de esta herramienta se empleará la tecnología de agentes inteligentes y técnicas de inteligencia artificial con el fin de verificar las ventajas que puede proporcionar este paradigma en cuanto al aprendizaje de las preferencias e intereses de usuarios, a fin de prestar servicio personalizados de búsqueda, filtrado y recomendación de información. se aplica la metodología common-kads a partir de la cuál se ha llevado a cabo el análisis y diseño del sistema.','inteligencia artificial, búsqueda, análisis, técnicas, common-kads','inteligencia artificial'
'webtrepan: sistema interpretador de modelos neuronales con interfaz web, basado en el algoritmo de extracción de reglas trepan','las redes neuronales han sido utilizadas para resolver una gran variedad de problemas de clasificación y de regresión en diferentes dominios, obteniéndose resultados favorables. sin embargo, el conocimiento que se deriva del aprendizaje en estos modelos, se encuentra representado en una forma difícil de entender e interpretar. la herramienta computacional que se presenta busca apoyar el análisis y dotar a las redes neuronales de la capacidad de explicación, por medio de un sistema interpretador que incorpora como núcleo el algoritmo de extracción de reglas trepan. la aplicación ha sido concebida bajo una interfaz web guiada, que permite a los usuarios realizar la interpretación de una red neuronal entrenada, según los datos que éste provea a través de la interfaz. los resultados obtenidos, derivados del algoritmo en forma de árboles de decisión, son mostrados al usuario en una representación algebraica.','redes neuronales, extracción de reglas, trepan, árboles de decisión, aplicación web.','inteligencia artificial'
'herramienta de minería de datos: prototipo del módulo para el desarrollo y aprendizaje de redes neuronales no supervisados y recurrentes','las redes neuronales han adquirido una gran importancia en los últimos tiempos por sus buenos resultados y alto rendimiento en la resolución de problemas complejos en diversos dominios, razón por la cual han proliferado un conjunto de aplicaciones que permiten su construcción y modelado. en este trabajo especial de grado se presenta un prototipo de una herramienta para el desarrollo y aprendizaje de redes neuronales no supervisadas y recurrentes, la cual está orientada tanto a usuarios expertos como a novatos. esta herramienta computacional ofrece un conjunto de funcionalidades que permiten construir, entrenar e interrogar diferentes tipos de redes neuronales, específicamente mapas autoorganizativos de kohonen (som), redes de aprendizaje de vectores de cuantificación (lvq) y redes de hopfield discretas. el objetivo es situar al usuario en el contexto de las redes para que pueda modelar y resolver diferentes problemas de manera intuitiva y sin necesidad de programarlas.','redes neuronales, lvq, mapas autoorganizativos, hopfield, som.','inteligencia artificial'
'herramienta de minería de datos: prototipo del módulo de desarrollo y aprendizaje de redes neuronales supervisadas','desde hace varios años, algunos investigadores han estado creando modelos, tanto en hardware como en software, que interpretan la actividad cerebral en un esfuerzo por producir una forma de inteligencia artificial. inspiradas en el sistema nervioso biológico, la tecnología de las redes neuronales artificiales (rna) está siendo utilizada para solucionar una gran variedad de problemas científicos, económicos, de ingeniería, etc. las redes neuronales son ideales para resolver problemas de reconocimiento de patrones, clasificación de datos y otros, ya que pueden aprender, a partir de datos y luego ser utilizadas para hacer predicciones. las redes neuronales se clasifican comúnmente en términos de sus correspondientes algoritmos o métodos de entrenamiento, éstas son redes con entrenamiento supervisado y redes con entrenamiento no supervisado. las redes con entrenamiento supervisado han sido los modelos de redes más desarrollados desde inicios de estos diseños, los datos para el entrenamiento están formados por varios pares de patrones, los cuales están constituidos por la entrada y la salida, el hecho de conocer la salida de un patrón dado implica que el entrenamiento se beneficia de la supervisión de un maestro. mientras que para los modelos de entrenamiento no supervisados, el conjunto de datos de entrenamiento consiste sólo en los patrones de entrada, por lo tanto, la red es entrenada sin el beneficio de un maestro; la red aprende a adaptarse basada en las experiencias recogidas de los patrones de entrenamiento anteriores. este trabajo se basa en las rna de tipo supervisadas, particularmente en las del tipo perceptron, adaline, perceptron multicapa y redes de función de base radial. actualmente, las herramientas para el desarrollo de modelos neuronales analizadas por nuestro grupo de investigación, no proporcionan una interacción sencilla, intuitiva y agradable a la vista, por ser muy rígidas o en algunos casos su uso es bastante engorroso. el objetivo de este trabajo es desarrollar una herramienta que permita a un usuario construir, entrenar e interrogar redes neuronales artificiales supervisadas, de una manera fácil y sencilla, por medio de la comunicación gráfica, la cual hace menos engorroso su utilización y a través de ésta, que una persona que no posea amplios conocimientos sobre las redes neuronales supervisadas (usuario aprendiz) pueda iniciarse en el tema con mayores facilidades, mientras que los usuarios que sí tengan previos conocimientos sobre las rna (usuarios expertos) puedan trabajar con el programa de una manera simple y más cómoda.','sistema nervioso biológico, redes neuronales artificiales, redes neuronales supervisadas, redes neuronales, entrenamiento supervisado, inteligencia artificial','inteligencia artificial'
'sistema basado en conocimiento en ambiente web para el apoyo a la identificación de bacilos gram negativos no fermentadores de la glucosa','en este trabajo se presenta un sistema basado en conocimiento (sbc), para apoyar al profesional en el  área  de  la  microbiología  en  la  identificación  de  géneros  de  bacilos  gram  negativos  no fermentadores de la glucosa (bgnnf). una parte de la base de conocimientos se construyó aplicando el algoritmo c4.5 con una medida de entropía modificada, para la inducción de un árbol de decisión que permite realizar una primera clasificación en pequeños grupos de géneros (reglas primarias}. luego el sistema, dependiendo del grupo, recomienda una serie de pruebas que podrían ser aplicadas para caracterizar el género en particular (reglas complementarias). para manejar la incertidumbre inherente  al  problema  se  utilizó el  esquema  de  factores  de  certeza.  el  sistema  permite  la caracterización de los géneros de una forma simplificada, a un bajo costo, y accesible a todas las áreas de investigación de la microbiología relacionadas con estos microorganismos. el sbc fue desarrollado bajo una arquitectura cliente/servidor en ambiente web, debido a las bondades de disponibilidad y acceso que ofrece internet. para probar el sistema se compararon los resultados arrojados por éste y las identificaciones realizadas por el centro venezolano de colecciones de microorganismos (cvcm) de 25 bacterias aisladas de diferente origen (hospitalario y ambiental).','identificación, decisión, arquitectura cliente/servidor, algoritmo c4','inteligencia artificial'
'aplicación cliente/servidor para el reconocimiento de canciones con redes neuronales','durante años las personas escuchan radio y desde la misma época, se desea conocer el intérprete de algunas canciones que se escuchan, pero hay ocasiones en las que nunca se llega a conocer el intérprete de esas canciones. en este trabajo se presenta el proceso de desarrollo de una aplicación siguiendo la arquitectura cliente/servidor que permita sacar de dudas a muchos usuarios frustrados por años. este sistema basado en conocimiento, es soportado por un conjunto de redes neuronales artificiales, en las cuales se encuentran contenidos rasgos característicos de cada canción conocida. estos rasgos característicos son obtenidos mediante una combinación de técnicas de procesamiento de señales, (como la transformada wavelets), y a procedimientos de agrupamiento (como el algoritmo de k-medias), que permiten condensar la información de acuerdo a criterios de similaridad, lo cual ayuda a eliminar las características redundantes y permiten extraer las características representativas para cada canción. sobre este conocimiento se realizan búsquedas por contenido, y a partir de un segmento de la canción se trata de identificar cuales son la 5 canciones más parecidas con la esperanza de que la canción real esté incluida en este conjunto. el sistema se desarrolló utilizando dos lenguajes de programación diferentes (java y c/c++) con la finalidad de explotar al máximo las características mas fuertes de cada uno y obtener así el mejor desempeño posible para el cliente.','bacilos gram negativos, caracterización, investigación, inducción, identificación, decisión, centro venezolano, arquitectura cliente/servidor, algoritmo c4','inteligencia artificial'
'ontología de insectos acuáticos','el conocimiento existente sobre los insectos acuáticos, es muy valioso, por la importancia que tiene el tema, con la limitación que es muy difícil de obtener, y que muchas veces el vocabulario es distinto según la fuente del que se obtenga, trayendo como consecuencia confusiones importantes acerca de las nomenclaturas o definiciones de términos, entre otras cosas. el reino de los insectos es un mundo muy complejo con innumerables especies existentes, resulta necesario contar con una representación de este mundo y sus características en un sistema informático que permita un acceso eficiente, rápido y preciso a sus detalles tanto a expertos del área como a usuarios no conocedores. esto se logra con el uso de ontologías. las ontologías permiten representar conocimiento con un significado semántico real, no son sólo datos almacenados secuencialmente, es conocimiento relacionado de forma lógica para ofrecer una representación formal del mismo. una ontología permite estandarización de vocabulario, formalización de la información, es una representación del mundo en donde se definen conceptos y relaciones que caracterizan un dominio en particular. una ontología resulta de gran importancia ya que propone un sistema de almacenamiento para el uso y compartición de información a los expertos del laboratorio de ecología de sistemas acuáticos continentales, y a la comunidad de ecólogos en general, ya que todo el conocimiento referente al dominio de los insectos acuáticos estará en un mismo repositorio, el cual podrá ser consultado por cualquier persona desde cualquier lugar, logrando así la meta de poder compartirlo, bajo una estandarización del vocabulario, y servirá como guía de referencia principal de fácil y rápido acceso.','sistemas acuáticos continentales, insectos acuáticos, sistema informático, ontologías, estandarización','inteligencia artificial'
'deusweb generador de sitios web administrativos basados en la ingeniería de reverso al modelo de datos','el sistema deusweb desanclado, tiene como objetivo generar de forma automática aplicaciones web que se encarguen de gestionar la información contenida en una base de datos, contribuyendo así a minimizar el tiempo en el desarrollo de este tipo de aplicaciones. la gestión que realiza el sistema sobre la base de datos incluye: listar, buscar, insertar, modificar y eliminar cualquier información contenida en las tablas de la base de datos. deusweb es una aplicación desarrollada utilizando como lenguaje de programación java, la cual, recibe como entrada una base de datos existente, y apartir de esta, extrae sus metadatos. con la información obtenida de los metadatos y junto con la información de configuración del sitio suministrada por el usuario, se genera la aplicación web. la creación de los archivos fuentes del sitio generado, es llevada a cabo por un motor implementado en la aplicación: jsp/servlets, el cual es constituido por un conjunto de procesadores. para este trabajo especial grado solo se encuentra implementado este motor, sin embargo, se pueden agregar y configurar nuevos motores en la aplicación de una forma fácil, en próximas versiones. los procesadores son los encargados de realizar las tareas para la generación del sitio, tareas como: crear la estructura de directorios, crear los servlets, crear las vistas (jsp), compilar los archivos generados, empaquetar el sitio, etc. el propósito de este trabajo especial de grado consiste en desarrollar el sistema que permita la creación de sitios web administrativos a partir de una base de datos existente, a través del proceso de desarrollo de software: proceso unificado. el alcance de este desarrollo involucra generar código jsp/servlets a partir de un base de datos mysql. para la creación de este sistema, se estudiaron tres herramientas existentes que generan aplicaciones web administrativas a partir de la ingeniería de reverso al modelo de datos. del estudio de estas aplicaciones, surgieron las funcionalidades desarrolladas en el sistema. sin embargo el sistema desarrollado incluye nuevas funcionalidades con respecto a los sistemas evaluados, por ejemplo: el manejo de las claves foráneas y la manipulación de los archivos almacenados en la base de datos.','sitios web administrativos, claves foráneas, aplicación web, programación java, sistema deusweb desanclado, deusweb generador','aplicaciones en internet'
'medición y visualización de métricas de software para frameworks web. caso de estudio: ruby on ralis y frameworks en java','en el presente trabajo especial de grado se realizó un estudio de dos tecnologías web: framework ruby on rails y algunos frameworks en java. en el presente estudio se midieron algunas características de estas tecnologías web en un caso de estudio. la medición fue formalizada por medio de un conjunto de métricas de software, las cuales permitieron cuantificar las diferencias de las tecnologías en el caso de estudio de la investigación. en la investigación se desarrolló un caso de estudio compuesto de dos aplicaciones web basadas en el mismo modelo conceptual y con los mismos requerimientos, estás aplicaciones web dan solución a funcionalidades del módulo administrativo y del módulo de servicio al estudiante del sistema de control de estudios de la facultad de ciencias ucv llamado conest. la primera aplicación web fue desarrollada con el framework ruby on rails y la otra aplicación fue desarrol-lada con los frameworks web en java (struts, hibernate, javamail y axis2). además se realizó la implementación de un medidor de métricas de software, el cual permite calcular sobre las aplicaciones que componen el caso de estudio las siguientes métricas: número de líneas de código (line of code, loc); número de líneas de comentarios (comment line of code, cloc); complejidad ciclomática (cc); las métricas esfuerzo, tiempo de desarrollo y número de personas definidas en el modelo constructivo de costos (cocomo); rendimiento web y rendimiento stand-alone. y finalmente se desarrolló una aplicación web que permite visualizar los resultados generados por el medidor de métricas desarrollado en la investigación.','framework ruby on rails, ruby on ralis, aplicación web, tecnologías web, módulo administrativo, rendimiento web, frameworks web, visualizaciones','aplicaciones en internet'
'metodología para la auditoría de seguridad de aplicaciones web','las aplicaciones web con frecuencia resultan ser el punto de entrada más débil a una red corporativa. generalmente el acceso a las mismas debe ser público y estar disponible desde cualquier parte del mundo, 24 horas al día, los 365 días del año. si la aplicación web no es segura, entonces toda la información sensible esta en grave peligro. asegurar las aplicaciones web es crítico y no es una tarea fácil, debido a la inmensa cantidad de vulnerabilidades y amenazas a las que están expuestas. para las aplicaciones web existen vulnerabilidades en la red. el sistema operativo, servidores que las contienen, e incluso en las mismas aplicaciones web. un atacante puede aprovechar estas vulnerabilidades y cometer ataques, con el fin de obtener información confidencial, conseguir accesos no autorizados o simplemente causar algún daño. sin embargo existen técnicas y buenas prácticas de desarrollo de software que pueden ayudar a proteger las aplicaciones web de estas vulnerabilidades. siempre y cuando los desabolladores, integradores y administradores de sistemas, estén concientes de la existencia de estas vulnerabilidades y de cómo prevenirlas o dificultar su explotación. el trabajo especial de grado aborda las aplicaciones web desde el punto de vista de la seguridad. describe las principales características de las aplicaciones web, sus vulnerabilidades y amenazas, y las medidas de seguridad que permiten protegerlas. se consideran aspectos de plataforma, red, aplicaciones e implementaciones de funcionalidades en las aplicaciones web. se propone una metodología para la auditoría de seguridad en aplicaciones web. esta metodología establece un conjunto de pasos bien definidos, los cuales permitirán auditar cada característica de una aplicación web y determinar la existencia de posibles vulnerabilidades y amenazas de seguridad. para luego hacer referencia a las respectivas medidas de seguridad correctivas que pueden ser aplicadas. finalmente para probar la eficacia de la metodología se realizaron tres (3) casos de es¬tudio, con los cuales se auditaron tres (3) aplicaciones web desarrolladas con tecnologías diferentes.','aplicación web, seguridad, sistema operativo','aplicaciones en internet'
'prototipo de un manejador de imágenes distribuido usando el smbd informix.','el manejador de imágenes desarrollado en este trabajo forma parte del sistema distribuido para tratamiento de imágenes (sima) que se está elaborando en el centro de computación paralela y distribuida, de la escuela de computación, facultad de ciencias, universidad central de venezuela. el sima esta compuesto por varios servidores de imágenes locales (sil) que aprovechan las características propias de la máquina local y los recursos disponibles de una red de computadores heterogéneos para el procesamiento de imágenes. en el sima, cada imagen digital se encuentra almacenada en un único nodo de una red local tipo ethenieí, constituyendo un sistema de imágenes distribuido. cada sil esta compuesto de tres procesos, el manejador de transacciones (mt), el proceso ejecy el manejador de imágenes (mi). el primero, se ocupa de la interfaz con el usuario, tomando el árbol de transacciones a ejecutar, controlando su ejecución y enviando la respuesta final al usuario; el segundo, proceso ejec, se encarga de la ejecución de operaciones sobre las imágenes; y el tercero, manejador de imágenes, se encarga de la manipulación de las imágenes y de la aplicación del algoritmo del control de concurrencia sobre sus imágenes locales. el control de concurrencia se llevará a cabo aplicando el método de bloqueo en dos fases que requiere clasificar todas las operaciones sobre el objeto imagen como de lectura o escritura, basándose en el modelo de transacciones anidadas. en el presente trabajo especial de grado, se implemento un prototipo del manejador de imágenes usando el sistema manejador de base de datos informix, el cual permite la manipulación de imágenes distribuidas en varias máquinas. para describir el comportamiento del manejador de imágenes (mi) se utilizó el método remora, que permite obtener una mejor concepción de los sistemas.','computadores heterogéneos, máquina local, imágenes locales, computación paralela, sistema distribuido, smbd informix','base de datos'
